"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
490403,490403,1329431,"Sherrilyn Kenyon",2007,"Upon the Midnight Clear","Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)","English",4,21567,653
9366879,9366879,14250389,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009,"Bone: Quest For The Spark, Book One","Bone: Quest for the Spark, Vol. 1","English",4.33,11416,106
7200351,7200351,6965033,"Sherrilyn Kenyon",2010,"No Mercy","No Mercy (Dark-Hunter #18, Were-Hunter, #5)","English",4.28,19453,917
23363928,26892110,42797715,"Scott  Hawkins",2015,"The Library at Mount Char","The Library at Mount Char","English",4.07,7814,3321
551536,551536,538777,"Chris d'Lacey",2005,"Fire Star","Fire Star (The Last Dragon Chronicles, #3)","English",3.91,13595,442
68483,68483,1129239,"Lois McMaster Bujold",1990,"The Vor Game","The Vor Game (Vorkosigan Saga, #6)","English",4.28,15252,549
20706269,23341578,27869457,"Lauren Beukes",2014,"Broken Monsters","Broken Monsters","English",3.59,7086,2112
11623,11623,3094683,"Sylvia Plath, Karen V. Kukil",1982,"The Journals of Sylvia Plath","The Unabridged Journals of Sylvia Plath","English",4.29,12419,517
5986375,5986375,6160130,"David Foster Wallace",2009,"This is Water","This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life","English",4.53,13312,1245
11919,11919,827362,"Kelley Armstrong",2005,"Haunted","Haunted (Women of the Otherworld, #5)","English",4.08,19974,781
269386,269386,1266792,"Jill Conner Browne",1999,"The Sweet Potato Queens' Book of Love","The Sweet Potato Queens' Book of Love","English",3.7,12903,789
2964700,2964700,2994229,"Tamora Pierce",2011,"Mastiff","Mastiff (Beka Cooper, #3)","English",4.24,19695,1403
6098691,6098691,6502183,"Laurell K. Hamilton",2009,"Divine Misdemeanors","Divine Misdemeanors (Merry Gentry, #8)","English",4.04,19184,683
2983654,2983654,3014061,"Chelsea Cain",2008,"Sweetheart","Sweetheart (Archie Sheridan & Gretchen Lowell, #2)","English",4.05,14342,1242
22321,22321,513838,"William Gibson",1999,"All Tomorrow's Parties","All Tomorrow's Parties (Bridge, #3)","English",3.88,11672,336
7562764,7562764,9886333,"Hannu Rajaniemi",2010,"The Quantum Thief","The Quantum Thief (Jean le Flambeur, #1)","English",3.83,11137,1529
9925913,9925913,14818841,"John Sandford",2011,"Shock Wave","Shock Wave (Virgil Flowers, #5)","English",4.19,11578,906
12075,12075,3157863,"Ludwig Wittgenstein",1921,"Logisch-Philosophische Abhandlung","Tractatus Logico-Philosophicus","English",4.06,11069,406
215492,215492,2313455,"Agatha Christie",1933,"Lord Edgware Dies","Lord Edgware Dies (Hercule Poirot, #9)","English",3.88,14117,870
107021,107021,1399483,"Jeph Loeb, Jim Lee, Scott Williams",2003,"Batman (Volume 2): Hush","Batman: Hush, Vol. 2","English",4.25,12151,208
5600151,5600151,4690388,"Spencer Quinn",2008,"Dog on It","Dog on It (A Chet and Bernie Mystery #1)","English",3.85,13525,2784
28351,28351,1579656,"Dr. Seuss",1937,"And to Think That I Saw It on Mulberry Street","And to Think That I Saw it on Mulberry Street","English",3.99,17584,508
17334495,17334495,24066037,"Doris Kearns Goodwin",2013,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","English",4.16,10384,1498
15801381,15801381,17064531,"Brandon Mull",2013,"Chasing the Prophecy (Beyonders, #3)","Chasing the Prophecy (Beyonders, #3)","English",4.35,11816,1039
10324808,10324808,15227248,"P.C. Cast, Kristin Cast",2011,"Dragon's Oath","Dragon's Oath (House of Night Novellas, #1)","English",4.06,16558,881
7823038,7823038,10865876,"Kalayna Price",2010,"Grave Witch","Grave Witch (Alex Craft, #1)","English",3.96,22112,1619
16300,16300,739878,"Agatha Christie",1976,"Sleeping Murder","Sleeping Murder (Miss Marple, #13)","English",3.91,15612,994
212525,212525,4708346,"Edith Wharton, Mary Gordon",1911,"Ethan Frome and Other Short Fiction","Ethan Frome and Other Short Fiction","English",3.65,14271,73
13419891,13419891,18814070,"Sarah J. Maas",2012,"The Assassin and the Desert","The Assassin and the Desert (Throne of Glass, #0.3)","English",4.4,18943,1033
132626,132626,127755,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887,"On the Genealogy of Morals / Ecce Homo","On the Genealogy of Morals/Ecce Homo","English",4.14,11893,172
121410,121410,551874,"Steven Callahan",1986,"Adrift: Seventy-Six Days Lost at Sea","Adrift: Seventy-Six Days Lost at Sea","English",4.09,10666,599
129620,129620,3083686,"Judith McNaught",1987,"Once and Always","Once and Always (Sequels, #1)","English",4.21,18197,733
13148921,13148921,18470260,"James Rollins",2012,"Bloodline","Bloodline (Sigma Force, #8)","English",4.23,12189,1072
11734251,11734251,16683183,"Bernard Cornwell",2011,"Death of Kings","Death of Kings (The Saxon Stories, #6)","English",4.28,10479,718
9151181,9151181,14030099,"Howard Schultz, Joanne Gordon",2007,"Onward: How Starbucks Fought for Its Life without Losing Its Soul","Onward: How Starbucks Fought for Its Life without Losing Its Soul","English",3.79,11119,760
978098,978098,962994,"Laurence Rees",2005,"Auschwitz: A New History","Auschwitz","English",4.24,10437,344
9013,9013,1019008,"Slavomir Rawicz",1956,"The Long Walk: The True Story of a Trek to Freedom","The Long Walk: The True Story of a Trek to Freedom","English",4.18,10188,1829
682153,682153,668546,"Nora Roberts",2002,"Three Fates","Three Fates","English",4.03,17082,510
20983362,20983362,40360384,"Alexandra Bracken",2016,"Passenger","Passenger (Passenger, #1)","English",3.84,23070,5065
102857,102857,3093644,"J.D. Robb, Susan Ericksen",2006,"Born in Death (In Death, #23)","Born in Death (In Death, #23)","English",4.33,17912,634
18666006,18666006,26489935,"Chris Bohjalian",2014,"Close Your Eyes, Hold Hands","Close Your Eyes, Hold Hands","English",3.59,12107,2210
834378,834378,2887138,"Agatha Christie",1953,"A Pocket Full of Rye","A Pocket Full of Rye (Miss Marple, #7)","English",3.83,17513,762
7011879,7011879,7257194,"Durjoy Datta, Maanvi Ahuja",2008,"of course i love you","Of Course I Love You...! Till I Find Someone Better...","English",3.21,6671,301
12009,12009,2465248,"Iain M. Banks",2004,"The Algebraist","The Algebraist","English",3.99,13210,606
22642472,22642472,18444137,"Margaret Atwood",2014,"Stone Mattress","Stone Mattress: Nine Tales","English",3.93,10622,1898
16000044,16000044,21761131,"Morgan Rhodes, Michelle Rowen",2013,"Rebel Spring","Rebel Spring (Falling Kingdoms, #2)","English",4.16,18379,2694
18170134,18170134,25538798,"James Patterson, Marshall Karp",2014,"NYPD Red 2","NYPD Red 2 (NYPD Red, #2)","English",4.07,9293,991
12661,12661,1200992,"James A. Michener",1978,"Chesapeake","Chesapeake","English",4.14,15408,656
2430,2430,2758207,"Steve Martini",1997,"The List","The List","English",3.95,11696,145
37100,37100,1344080,"Walter Mosley",1990,"Devil in a Blue Dress","Devil in a Blue Dress (Easy Rawlins, #1)","English",3.91,12969,884
588747,588747,1294338,"Mary Elizabeth Braddon",1862,"Lady Audley's Secret","Lady Audley's Secret","English",3.73,13329,836
2528,2528,1030699,"José Saramago, Margaret Jull Costa",1997,"Todos os Nomes","All the Names","English",3.88,9520,920
60057,60057,1319726,"Adriana Trigiani",2003,"Lucia, Lucia","Lucia, Lucia","English",3.92,13360,1352
7514925,7514925,9720811,"Jodi Lynn Anderson",2012,"Tiger Lily","Tiger Lily","English",3.98,16217,4012
11430,11430,13887,"Karen Kingsbury, Gary Smalley",2003,"Return","Return (Redemption, #3)","English",4.44,11737,279
114982,114982,1128656,"Philip Pullman",1985,"The Ruby in the Smoke","The Ruby in the Smoke (Sally Lockhart, #1)","English",3.75,16214,1129
319300,319300,578160,"Amanda Foreman",1998,"Georgiana: Duchess of Devonshire","Georgiana: Duchess of Devonshire","English",3.79,11621,1041
11983940,11983940,15084403,"A.C. Gaughen",2012,"Scarlet","Scarlet (Scarlet, #1)","English",3.95,19665,2574
12551077,12551077,17552643,"Miranda Kenneally",2012,"Stealing Parker","Stealing Parker","English",3.88,15997,1216
21330,21330,2910,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons","Fables, Vol. 5: The Mean Seasons","English",4.19,17909,545
57913,57913,813,"Robert Shea, Robert Anton Wilson",1975,"The Illuminatus! Trilogy","The Illuminatus! Trilogy","English",4,12444,732
6420846,6420846,6610047,"Alexander Gordon Smith",2009,"Lockdown","Lockdown (Escape from Furnace, #1)","English",4.1,14024,1995
16696,16696,818664,"Michael Chabon, Jay Ryan",2004,"The Final Solution: A Story of Detection","The Final Solution","English",3.31,12466,1454
7870457,7870457,11044835,"John Layman, Rob Guillory",2010,"International Flavor","Chew, Vol. 2: International Flavor","English",4.13,13134,582
452244,452244,440863,"Poppy Z. Brite",1992,"Lost Souls","Lost Souls","English",3.89,13905,626
514210,514210,1223062,"Alan W. Watts",1957,"The Way of Zen","The Way of Zen","English",4.18,11166,375
13642710,13642710,19257521,"Ramez Naam",2012,"Nexus","Nexus (Nexus, #1)","English",4.06,9623,1342
21412360,21412360,30834204,"Colm Tóibín",2014,"Nora Webster","Nora Webster","English",3.58,10353,2087
11532160,11532160,16470427,"Jamie McGuire",2011,"Requiem (Providence #2)","Requiem (Providence, #2)","English",4.15,16911,755
7840156,7840156,10929345,"Steve Berry",2010,"The Emperor's Tomb","The Emperor's Tomb (Cotton Malone, #6)","English",3.95,13159,779
18079661,18079661,25323488,"Lisa Gardner",2014,"Fear Nothing","Fear Nothing (Detective D.D. Warren, #7)","English",4.1,5982,1351
184644,184644,178465,"Dorie Greenspan, Alan    Richardson",1980,"Baking: From My Home to Yours","Baking: From My Home to Yours","English",4.18,11662,133
10813480,10813480,15727095,"Kristen Ashley",2011,"For You","For You (The 'Burg, #1)","English",4.19,23889,1528
439363,439363,428191,"Aya Nakahara, Pookie Rolf",2001,"ラブ★コン 1","Love★Com, Vol. 1","English",4.22,13801,215
148584,148584,895143,"Agatha Christie",1972,"Elephants Can Remember","Elephants Can Remember (Hercule Poirot, #37)","English",3.62,15420,884
98,98,4462,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989,"What to Expect the First Year","What to Expect the First Year (What to Expect)","English",3.86,10807,784
59836,59836,1912773,"Danielle Steel",1986,"The Gift","The Gift","English",3.91,12382,473
11699349,11699349,16646457,"Kristin Levine",2012,"The Lions of Little Rock","The Lions of Little Rock","English",4.22,12962,1632
169487,169487,163663,"Phillip C. McGraw",2000,"Self Matters: Creating Your Life from the Inside Out","Self Matters: Creating Your Life from the Inside Out","English",3.62,9609,109
7942008,7942008,11374642,"Hidekaz Himaruya",2008,"ヘタリア 1 Axis Powers","Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)","English",4.35,11985,195
11324166,11324166,13210557,"Gail Carriger",2012,"Timeless","Timeless (Parasol Protectorate, #5)","English",4.12,18617,2176
23158207,23158207,42705109,"Eric Schmidt, Jonathan Rosenberg",2014,"How Google Works","How Google Works","English",4.03,11703,883
20559676,20559676,25337090,"J.A. Redmerski",2013,"Killing Sarai","Killing Sarai (In the Company of Killers, #1)","English",4.17,11301,2409
10893138,10893138,16947613,"Cecelia Ahern",2011,"The Time of My Life","The Time of My Life","English",3.85,11684,1346
821000,821000,1359963,"A.A. Milne, Ernest H. Shepard",1927,"Now We Are Six","Now We Are Six (Winnie-the-Pooh, #4)","English",4.38,15840,287
3665811,3665811,3709042,"L.J. Smith",2009,"The Secret Circle: The Captive Part II and The Power","The Captive Part II / The Power (The Secret Circle, #2-3)","English",4.11,16231,553
16045078,16045078,21823294,"Mary Kay Andrews",2013,"Ladies' Night","Ladies' Night","English",3.8,12306,1480
14759321,14759321,20408849,"Jane Green",2013,"Family Pictures","Family Pictures","English",3.62,12089,1662
7384801,7384801,7085183,"Lara Adrian",2010,"Taken by Midnight (Midnight Breed, #8)","Taken by Midnight (Midnight Breed, #8)","English",4.27,19135,802
23252517,23252517,42794706,"Amy Harmon",2014,"The Law of Moses","The Law of Moses (The Law of Moses, #1)","English",4.37,17279,2938
29975458,29975458,50373510,"Amy Gentry",2016,"Good as Gone","Good as Gone","English",3.53,12121,1739
114188,114188,2405272,"Nora Roberts",1996,"Holding the Dream","Holding the Dream (Dream Trilogy #2)","English",4.02,16902,301
99297,99297,95730,"Amanda Grange",2005,"Mr. Darcy's Diary","Mr. Darcy's Diary (Jane Austen Heroes, #1)","English",3.63,15151,1445
89884,89884,1168090,"Kent Haruf",2004,"Eventide","Eventide (Plainsong, #2)","English",4.16,12661,1302
5199185,5199185,18970415,"Tim Hamilton, Ray Bradbury",2009,"Fahrenheit 451: The Authorized Adaptation","Fahrenheit 451: The Authorized Adaptation","English",3.92,11809,564
6255949,6255949,6439033,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",2004,"オール・ユー・ニード・イズ・キル","All You Need Is Kill","English",4.05,10073,1463
24408,24408,2846541,"Elizabeth George Speare",1961,"The Bronze Bow","The Bronze Bow","English",3.93,15507,1465
23426,23426,14280312,"Alain de Botton",1993,"Essays in Love","On Love","English",3.97,8288,1169
27397,27397,227861,"Jonathan Harr",1995,"A Civil Action","A Civil Action","English",3.94,11985,701
208146,208146,201468,"Allen Say",1993,"Grandfather's Journey","Grandfather's Journey","English",4.12,13337,1138
38030,38030,811180,"Mary Kay Andrews",2002,"Savannah Blues","Savannah Blues (Weezie and Bebe Mysteries, #1)","English",3.97,13886,1036
294043,294043,285324,"James Rollins",2000,"Excavation","Excavation","English",4.02,13148,506
144789,144789,504379,"Matthew Reilly",2003,"Scarecrow","Scarecrow (Shane Schofield, #3)","English",4.21,11900,420
9064899,9064899,13942966,"Kiersten White",2012,"Endlessly","Endlessly (Paranormalcy, #3)","English",3.99,18789,1528
73184,73184,996684,"Thich Nhat Hanh",1995,"Living Buddha, Living Christ","Living Buddha, Living Christ","English",4.13,10943,514
1170158,1170158,964597,"Ursula K. Le Guin",1975,"The Earthsea Trilogy","The Earthsea Trilogy","English",4.25,14199,296
17325147,17325147,24022649,"Jessica Park",2013,"Left Drowning","Left Drowning (Left Drowning, #1)","English",4.14,17461,2437
7268995,7268995,8391024,"Philip C. Stead, Erin E. Stead",2010,"A Sick Day for Amos McGee","A Sick Day for Amos McGee","English",4.25,15444,1925
18651980,18651980,26112550,"Smith Henderson",2014,"Fourth of July Creek","Fourth of July Creek","English",3.83,10390,1920
276877,276877,2883746,"Lisa Jackson",2007,"Absolute Fear","Absolute Fear (New Orleans, #4)","English",4.15,13190,381
43992,43992,5951603,"Greg Iles",2006,"True Evil","True Evil","English",4.05,11234,835
59091,59091,1238780,"Erskine Caldwell, Lewis Nordan",1932,"Tobacco Road","Tobacco Road (Brown Thrasher Books)","English",3.73,10959,587
1747896,1747896,3254095,"Kate Summerscale",2008,"The Suspicions of Mr. Whicher: Murder and the Undoing of a Great Victorian Detective","The Suspicions of Mr. Whicher: A Shocking Murder and the Undoing of a Great Victorian Detective","English",3.43,11316,1652
425377,425377,414437,"Loretta Chase",1995,"Lord of Scoundrels","Lord of Scoundrels (Scoundrels, #3)","English",4.12,19137,1652
60177,60177,891152,"L. Frank Baum",1907,"Ozma of Oz","Ozma of Oz (Oz, #3)","English",3.97,14829,777
2371,2371,1391380,"David McCullough",1968,"The Johnstown Flood","The Johnstown Flood","English",4.11,11691,1202
3268926,3268926,3132696,"Glenn Beck",2008,"The Christmas Sweater","The Christmas Sweater","English",3.79,12916,2361
16074748,16074748,21525091,"Rachel Renée Russell",2010,"Tales From a Not-So-Happy-Heartbreaker","Tales from a Not-So-Happy Heartbreaker (Dork Diaries, #6)","English",4.42,9554,638
294045,294045,1018137,"James Rollins",2001,"Deep Fathom","Deep Fathom","English",4.07,13227,360
3216451,3216451,3887843,"Nelson DeMille",2008,"The Gate House","The Gate House","English",3.71,12625,1207
19501672,19501672,24797649,"J. Lynn, Jennifer L. Armentrout",2014,"Stay with Me","Stay with Me (Wait for You, #3)","English",4.17,20654,1876
15743075,15743075,13626536,"Sylvia Day",2011,"Seven Years to Sin","Seven Years to Sin","English",3.89,10703,1022
13580928,13580928,19165894,"Ally Carter",2013,"Perfect Scoundrels","Perfect Scoundrels (Heist Society, #3)","English",4.28,20029,1711
6562380,6562380,6755222,"Larry Bird, Earvin Johnson, Jackie MacMullan",2009,"When the Game Was Ours","When the Game Was Ours","English",4.16,9401,377
66676,66676,231629,"R.A. Salvatore",2004,"The Two Swords (Hunter's Blades #3)","The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)","English",4.16,11756,114
31304,31304,908233,"Agatha Christie",1971,"Nemesis","Nemesis (Miss Marple, #12)","English",3.84,15406,775
867387,867387,3100762,"Tony Hillerman",1970,"The Blessing Way","The Blessing Way (Leaphorn & Chee, #1)","English",4.06,14138,651
12029468,12029468,16995682,"Jane Green",2012,"Another Piece of My Heart","Another Piece of My Heart","English",3.7,11882,1451
1908511,1908511,1910398,"Mo Willems",2008,"The Pigeon Wants a Puppy!","The Pigeon Wants a Puppy!","English",4.37,17490,730
22551809,22551809,42009504,"David  Brooks",2015,"The Road to Character","The Road to Character","English",3.66,10648,1213
23884,23884,1066730,"Gabriel García Márquez, Edith Grossman",1989,"El general en su laberinto","The General in His Labyrinth","English",3.66,10286,604
18599754,18599754,26365948,"Cammie McGovern",2014,"Amy & Matthew","Say What You Will","English",3.7,11559,1905
21489683,21489683,40816611,"Tess Gerritsen",2014,"Die Again","Die Again (Rizzoli & Isles, #11)","English",4.16,10837,1618
323289,323289,30783,"Sandra Brown",1995,"Witness","The Witness","English",3.98,10558,751
22892122,22892122,42462101,"Katy Evans",2015,"Manwhore","Manwhore (Manwhore, #1)","English",4.14,19220,2423
89184,89184,86076,"Alastair Reynolds",2003,"Absolution Gap","Absolution Gap","English",4.01,12105,421
17490,17490,19047,"Enid Blyton",1991,"The Faraway Tree Stories (The Enchanted Wood, The Faraway Tree, The Folk of the Faraway Tree)","The Faraway Tree Stories (The Faraway Tree #1-3)","English",4.28,11405,293
171001,171001,2264761,"Misty Bernall",1999,"She Said Yes: The Unlikely Martyrdom of Cassie Bernall","She Said Yes: The Unlikely Martyrdom of Cassie Bernall","English",3.9,12272,610
30919,30919,1001166,"Evelyn Waugh",1937,"Scoop","Scoop","English",3.86,12032,703
85622,85622,2637573,"Rita Golden Gelman",2001,"Tales of a Female Nomad: Living at Large in the World","Tales of a Female Nomad: Living at Large in the World","English",3.84,11380,1142
19631,19631,1769,"Lorrie Moore",1998,"Birds of America: Stories","Birds of America","English",4.12,10768,976
26252659,26252659,46249382,"Lauren Blakely",2016,"Big Rock","Big Rock","English",3.97,15203,2363
23207027,28374007,42750582,"Kendare Blake",2016,"Three Dark Crowns","Three Dark Crowns (Three Dark Crowns, #1)","English",3.86,9386,4782
6422680,6422680,6611909,"Elizabeth Bard",2010,"Lunch in Paris: A Love Story, with Recipes","Lunch in Paris: A Love Story, with Recipes","English",3.67,11458,1357
159177,159177,153639,"John Jakes",1984,"Love and War","Love and War (North and South, #2)","English",4.1,13844,249
12846479,12846479,13490521,"Aprilynne Pike",2012,"Destined","Destined (Wings, #4)","English",4.19,18485,1631
9443405,9443405,6498897,"David Foster Wallace, Michael Pietsch",2011,"The Pale King","The Pale King","English",3.95,10982,1580
50039,50039,702279,"Pamela Des Barres, Dave Navarro",1987,"I'm with the Band: Confessions of a Groupie","I'm with the Band: Confessions of a Groupie","English",3.67,11172,611
5148720,5148720,5215692,"Richelle Mead",2009,"Succubus Heat","Succubus Heat (Georgina Kincaid, #4)","English",4.19,20108,848
4714126,4714126,4778526,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2009,"The Walking Dead, Vol. 9: Here We Remain","The Walking Dead, Vol. 09: Here We Remain","English",4.25,14085,551
20613920,20613920,39895498,"Mariana Zapata",2014,"Under Locke","Under Locke","English",4.11,24373,1969
625094,625094,1132275,"Giuseppe Tomasi di Lampedusa, Archibald Colquhoun",1958,"Il Gattopardo","The Leopard","English",3.99,9664,1079
22469,22469,1409945,"Paul Jenkins, Andy Kubert, Richard Isanove, Joe Quesada, Bill Jemas",2001,"Wolverine: Origin","Wolverine: Origin","English",3.96,10790,330
397456,397456,550582,"V.C. Andrews",1990,"Dawn","Dawn (Cutler, #1)","English",3.87,13674,255
285212,285212,276710,"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny",2007,"On the Prowl","On the Prowl (Alpha & Omega, #0.5)","English",4.05,21757,1115
37303,37303,582951,"John Sandford",1992,"Silent Prey","Silent Prey (Lucas Davenport #4)","English",4.13,14522,380
231989,231989,856940,"Sara Douglass",1995,"Battleaxe (The Axis Trilogy #1)","The Wayfarer Redemption (Wayfarer Redemption, #1)","English",3.93,12632,363
7825557,7825557,10874302,"Adam Gidwitz",2010,"A Tale Dark and Grimm","A Tale Dark & Grimm (A Tale Dark & Grimm, #1)","English",4.04,15041,2875
7165405,7165405,6799328,"Trudi Canavan",2010,"The Ambassador's Mission","The Ambassador's Mission (Traitor Spy Trilogy, #1)","English",3.9,12385,499
50695,50695,14069,"Philip Roth",2006,"Everyman","Everyman","English",3.54,10298,1283
395875,395875,385372,"L.J. Smith",1991,"Dark Reunion","Dark Reunion (The Vampire Diaries, #4)","English",3.54,17056,669
70912,70912,1087069,"Luke Rhinehart",1971,"The Dice Man","The Dice Man","English",3.6,9813,730
6867952,6867952,7083417,"Yana Toboso, Tomo Kimura",2007,"黒執事 II [Kuroshitsuji II]","Black Butler, Vol. 2 (Black Butler, #2)","English",4.48,15194,314
7519866,7519866,9738038,"Bret Easton Ellis",2010,"Imperial Bedrooms","Imperial Bedrooms","English",3.14,11093,1084
22296542,22296542,24945287,"Krista Ritchie, Becca Ritchie",2013,"Addicted to You","Addicted to You (Addicted, #1)","English",3.9,12746,2441
22021611,22021611,41338754,"Gayle Forman",2014,"Just One Night","Just One Night (Just One Day, #2.5)","English",4.12,15986,2018
13616,13616,6790,"Tsugumi Ohba, Takeshi Obata",2004,"デスノート #4 (Desu Nōto) Koigokoro (恋心)","Death Note, Vol. 4: Love (Death Note, #4)","English",4.38,16819,560
77661,77661,3222080,"Josephine Tey",1951,"The Daughter of Time","The Daughter of Time (Inspector Alan Grant, #5)","English",3.95,15626,2224
93799,93799,1027588,"Daniel Silva",2005,"Prince of Fire","Prince of Fire (Gabriel Allon, #5)","English",4.17,11250,523
26097,26097,1037708,"Milan Kundera, Linda Asher",1995,"La lenteur","Slowness","English",3.66,8620,650
20883847,20883847,40224712,"Brian  McClellan",2015,"The Autumn Republic","The Autumn Republic (Powder Mage, #3)","English",4.35,10910,778
11041,11041,1369571,"Anaïs Nin",1977,"Delta of Venus","Delta of Venus","English",3.69,10561,887
102439,102439,3101132,"Vernor Vinge",2006,"Rainbows End","Rainbows End","English",3.76,12314,804
23122175,23122175,42671149,"Kristen Callihan",2015,"The Friend Zone","The Friend Zone (Game On, #2)","English",4.21,21130,1755
17163514,17163514,23589581,"Michael J. Sullivan",2013,"The Rose and the Thorn","The Rose and the Thorn (The Riyria Chronicles, #2)","English",4.39,11791,668
104159,104159,1662148,"Sergei Lukyanenko, Andrew Bromfield",2004,"Сумеречный дозор","Twilight Watch (Watch #3)","English",4.11,11770,460
4107256,4107256,4154422,"Kelley Armstrong",2009,"Frostbitten","Frostbitten (Women of the Otherworld, #10)","English",4.29,18094,774
13507011,13507011,19058182,"Sandra Brown, Stephen Lang",2012,"Low Pressure","Low Pressure","English",3.86,12076,1353
13811,13811,274108,"Raymond E. Feist",2002,"Talon of the Silver Hawk","Talon of the Silver Hawk (Conclave of Shadows, #1)","English",4.01,13120,180
3124122,3124122,3155467,"Steve Berry",2008,"The Charlemagne Pursuit","The Charlemagne Pursuit (Cotton Malone, #4)","English",3.88,12874,799
12722,12722,21887652,"John Steinbeck",1942,"The Moon Is Down","The Moon Is Down","English",3.87,12809,1051
126151,126151,121500,"Mark Mathabane",1986,"Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa","Kaffir Boy: An Autobiography","English",4.15,11633,645
12482658,12482658,17467408,"Anne Tyler",2012,"The Beginner's Goodbye","The Beginner's Goodbye","English",3.58,12780,2499
41704,41704,41240,"Clive Cussler",1996,"Shock Wave","Shock Wave (Dirk Pitt, #13)","English",3.93,12527,267
118389,118389,1800811,"T.S. Eliot",1915,"The Love Song of J. Alfred Prufrock and Other Poems","The Love Song of J. Alfred Prufrock and Other Poems","English",4.32,14775,169
17567,17567,1194469,"Gene Stratton-Porter",1909,"A Girl of the Limberlost","A Girl of the Limberlost (Limberlost, #2)","English",4.14,13071,1242
20426917,20426917,30157568,"Kim Harrison",2014,"The Witch with No Name","The Witch With No Name (The Hollows, #13)","English",4.43,13513,1836
124272,124272,121908,"Henry James, Amy Bloom, Pierre A. Walker",1901,"The Wings of the Dove","The Wings of the Dove","English",3.81,12812,456
7140220,7140220,7404111,"Nancy Reagin",2010,"Twilight and History","Twilight and History","English",4.38,11186,34
122649,122649,1897835,"Oscar Wilde",1893,"Lady Windermere's Fan","Lady Windermere's Fan","English",3.9,13408,607
825509,825509,995847,"Ken Follett",1995,"A Place Called Freedom","A Place Called Freedom","English",3.87,10267,734
47667,47667,1090709,"José Saramago, Margaret Jull Costa",2004,"Ensaio Sobre a Lucidez","Seeing","English",3.76,7445,1087
17182421,17182421,21762912,"Jason Mott",2013,"The Returned","The Returned","English",3.29,11449,2452
356824,356824,346991,"Ramachandra Guha",2007,"India After Gandhi: The History of the World's Largest Democracy","India After Gandhi: The History of the World's Largest Democracy","English",4.34,9357,824
18668059,18668059,26493723,"Ryan Holiday",2014,"The Obstacle Is the Way: The Timeless Art of Turning Adversity to Advantage","The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph","English",4.11,12470,1102
197457,197457,2833963,"Erin Hunter",2007,"The Sight","The Sight (Warriors: Power of Three, #1)","English",4.27,15904,528
18870159,18870159,26869240,"Abbi Glines",2014,"Bad for You","Bad for You (Sea Breeze, #7)","English",4.3,19392,1518
347698,347698,1374275,"Kate Grenville",2005,"The Secret River","The Secret River","English",3.79,11051,1361
18422,18422,19842,"Ben Carson, Cecil Murphey",1990,"Gifted Hands: The Ben Carson Story","Gifted Hands: The Ben Carson Story","English",4.21,9871,1607
363973,363973,1287577,"Linda Williams, Megan Lloyd",1986,"The Little Old Lady Who Was Not Afraid of Anything","The Little Old Lady Who Was Not Afraid of Anything","English",4.25,14270,468
6076768,6076768,6253354,"Brad Thor",2009,"The Apostle","The Apostle (Scot Harvath, #8)","English",4.11,11267,517
2992061,2992061,1329454,"Sherrilyn Kenyon",1996,"Born of the Night","Born of Night (The League, #1)","English",4.21,11309,1394
351559,351559,1459650,"Dorothy L. Sayers",1933,"Murder Must Advertise","Murder Must Advertise  (Lord Peter Wimsey, #10)","English",4.21,14672,654
22571699,22571699,26949988,"Patricia Briggs",2015,"Dead Heat","Dead Heat (Alpha & Omega #4)","English",4.27,15320,1776
820273,820273,700809,"Nancy E. Shaw, Margot Apple",1986,"Sheep in a Jeep","Sheep in a Jeep","English",4.11,13788,448
132688,132688,758985,"Julia Child",1989,"The Way to Cook","The Way to Cook","English",4.31,11500,102
276289,276289,267935,"Bruno Ernst, M.C. Escher, John E. Brigham",1976,"De toverspiegel van M.C. Escher","The Magic Mirror of M.C. Escher","English",4.15,11103,27
6801652,6801652,6245936,"Matsuri Hino, Tomo Kimura",2008,"ヴァンパイア騎士 9","Vampire Knight, Vol. 9","English",4.31,14193,116
